iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,rejected,offset_error_a,offset_error_b,gain_error,skew_error_ps,skew_saturated,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps
0,0,0,8,3884,-5.217508598097535,1.4732639635684082,18.431059415881222,18.25305670796787,0.9903422421958026,0.0,-161.00045737023078,-161.00045737023078,37.65526641458071,41.84698694640484,5.962668839631347,37.663042035503956,42.50507003587923,5.963960471013947,37.65526641458071,41.84698694640484,5.962668839631347,37.663042035503956,42.50507003587923,5.963960471013947,-13.923184642620583,-13.923184642620583,-6.422015558843292,37.65526641458071,41.84698694640484,5.962668839631347,37.65526641458071,41.84698694640484,5.962668839631347,nan,-13.923184642620583,nan,-13.923184642620583,False,6.500872195184604,,-5.217508598097535,1.4732639635684082,-0.00965775780419742,-161.00045737023078,0,-1.826128009334137,0.5156423872489428,0.9983098923842655,1.0017065894432486,48.300137211069234
1,1020,0,8,7450,-44.894367114674765,-8.512400648315468,40.97124908071751,0.5817277897725461,0.014198439218352446,0.0,534.0899189809036,534.0899189809036,7.028195995745408,20.475511884730434,0.8751156139111974,33.17366941576388,36.278192384657046,5.218217510924233,7.028195995745408,20.475511884730434,0.8751156139111974,33.17366941576388,36.27819238465704,5.218217510924233,-0.08699761142458595,-0.07122747935769051,-24.795793798799966,7.028195995745408,20.475511884730434,0.8751156139111974,7.028195995745408,20.475511884730434,0.8751156139111974,nan,-0.08699761142458595,nan,-0.07122747935769051,False,4.8635371144999215,align_margin=4.9,,,,,,,,,,
1,1020,0,8,4580,-41.09698816133976,-16.675176598084796,42.73198269959735,2.0489358203201222,0.047948531541912955,nan,nan,nan,6.454879623212406,17.165044898260316,0.7798803360817952,33.01131167305127,35.7101605666276,5.191247786221141,6.454879623212407,17.165044898260312,0.7798803360817953,33.011311673051274,35.71016056662761,5.191247786221142,-0.24106676766550578,-0.227081293133124,-14.548710586019954,6.454879623212406,17.165044898260316,0.7798803360817952,6.454879623212407,17.165044898260312,0.7798803360817953,nan,-0.24106676766550578,nan,-0.227081293133124,False,4.366519954697582,align_margin=4.4,,,,,,,,,,
1,1020,0,8,1986,-13.932305867154493,-10.245531252214777,28.73208988150584,0.7248275324593805,0.025227107928753024,nan,nan,nan,7.586839722743947,19.019597007935715,0.9679135752066358,32.63409939018918,35.28590427694105,5.128587938569631,7.586839722743944,19.019597007935715,0.9679135752066353,32.634099390189185,35.28590427694105,5.128587938569632,-0.4302283370063662,-0.416404872103503,-20.617949772513782,7.586839722743947,19.019597007935715,0.9679135752066358,7.586839722743944,19.019597007935715,0.9679135752066353,nan,-0.4302283370063662,nan,-0.416404872103503,False,4.047290424228777,align_margin=4.0,,,,,,,,,,
1,1020,0,8,1319,-20.449747490947612,-0.5679100745184106,32.9730651379852,2.1504687075228612,0.06521895063512025,0.0,-795.0017670754232,-795.0017670754232,6.99248349111961,18.286271692070162,0.8691833041726927,32.60036935567455,34.237614106795235,5.122984942803082,6.992483491119607,18.28627169207016,0.8691833041726923,32.600369355674545,34.23761410679523,5.122984942803081,0.07271171773285556,0.08875433127303893,-16.591925678037033,6.99248349111961,18.286271692070162,0.8691833041726927,6.992483491119607,18.28627169207016,0.8691833041726923,nan,0.07271171773285556,nan,0.08875433127303893,False,3.319992967969419,align_margin=3.3,,,,,,,,,,
1,1020,0,8,1199,-24.082447099669793,-10.634113829160913,29.466974281264427,3.1079036330680068,0.10547074169892161,0.0,5372.100305234718,5372.100305234718,6.93332196487245,20.51828349699403,0.8593558081183472,33.14872836223159,35.5312317301606,5.214074478776011,6.93332196487245,20.51828349699403,0.8593558081183472,33.14872836223158,35.531231730160584,5.21407447877601,-0.6909645124255652,-0.6779157204330065,-24.101754465981674,6.93332196487245,20.51828349699403,0.8593558081183472,6.93332196487245,20.51828349699403,0.8593558081183472,nan,-0.6909645124255652,nan,-0.6779157204330065,False,3.577289349543566,align_margin=3.6,,,,,,,,,,
1,1020,0,8,4916,-35.458598693815595,-6.937814597075343,55.85172136519813,15.961260738995826,0.2857792087486399,0.0,-3.22039303875421,-3.22039303875421,4.238724546405907,15.746745664264935,0.41174826352257593,33.593570823472355,35.96471930992394,5.287968575327634,4.238724546405906,15.746745664264933,0.41174826352257576,33.59357082347235,35.964719309923936,5.287968575327633,-0.8368495178725882,-0.8235222260001912,-21.10315994457101,4.238724546405907,15.746745664264935,0.41174826352257593,4.238724546405906,15.746745664264933,0.41174826352257576,nan,-0.8368495178725882,nan,-0.8235222260001912,False,4.4233709712812,align_margin=4.4,,,,,,,,,,
1,1020,0,8,2892,-16.258339732229498,-17.799633295637488,51.616026802224866,1.173206169793675,0.022729493966844906,0.0,-494.09841715260984,-494.09841715260984,5.761263087156861,17.81026016550271,0.6646616423848607,32.64389405009348,34.973230799485954,5.130214958487289,5.761263087156861,17.81026016550271,0.6646616423848607,32.64389405009348,34.973230799485954,5.130214958487289,-0.7889718820495438,-0.7751688735500153,-9.782574077323478,5.761263087156861,17.81026016550271,0.6646616423848607,5.761263087156861,17.81026016550271,0.6646616423848607,nan,-0.7889718820495438,nan,-0.7751688735500153,False,3.983834672755,align_margin=4.0,,,,,,,,,,
1,1020,0,8,7300,-32.893452580354825,-9.222080864532105,48.04620640564968,0.12161275544783302,0.0025311624901468346,0.0,1625.8516627235967,1625.8516627235967,4.696720211791488,16.821457883421797,0.48782727770622736,32.95436072528731,34.81348864488834,5.181787495894902,4.6967202117914875,16.821457883421793,0.48782727770622725,32.954360725287316,34.81348864488834,5.181787495894903,-1.0527043255566966,-1.0392030598948625,-18.611190294321588,4.696720211791488,16.821457883421797,0.48782727770622736,4.6967202117914875,16.821457883421793,0.48782727770622725,nan,-1.0527043255566966,nan,-1.0392030598948625,False,3.8934749562367585,align_margin=3.9,,,,,,,,,,
1,1020,0,7,4876,-10.104265557290743,-17.92685746152025,55.31588005271734,2.9745798657422244,0.0537744290230469,0.0,-780.3060847665823,-780.3060847665823,5.625766389044825,17.560355320604547,0.642153885223393,32.65073074970381,34.32113434071685,5.131350622874387,5.625766389044826,17.56035532060455,0.6421538852233931,32.650730749703804,34.321134340716846,5.131350622874386,-0.8609875546203807,-0.8489269660528618,-29.285392455250506,5.625766389044825,17.560355320604547,0.642153885223393,5.625766389044826,17.56035532060455,0.6421538852233931,nan,-0.8609875546203807,nan,-0.8489269660528618,False,4.37692037898907,align_margin=4.4,,,,,,,,,,
