iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,rejected,offset_error_a,offset_error_b,gain_error,skew_error_ps,skew_saturated,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps
0,0,0,8,1156,1.848382884882648,9.521179925337428,17.80785821050295,16.889987946764943,0.9484570096589913,0.0,-166.81923558013565,-166.81923558013565,38.080121454733906,42.47378667322832,6.033242766567095,36.88768421687125,41.290665753612394,5.835163491174627,38.080121454733906,42.47378667322832,6.033242766567095,36.88768421687125,41.290665753612394,5.835163491174627,-13.570494703168022,-13.570494703168022,-7.421625267313161,38.080121454733906,42.47378667322832,6.033242766567095,38.080121454733906,42.47378667322832,6.033242766567095,nan,-13.570494703168022,nan,-13.570494703168022,False,7.584504162841673,,1.848382884882648,9.521179925337428,-0.05154299034100873,-166.81923558013565,0,0.6469340097089268,3.3324129738680996,0.9909799766903234,1.0095102078616294,50.045770674040696
1,1020,0,8,7140,-6.674134923751534,-4.223165109121955,17.476045562770487,17.509128877044986,1.0018930663779555,0.0,-144.37311475056586,-144.37311475056586,37.353506549121676,41.7767978666959,5.91254261613317,37.49824900960234,41.73270832921136,5.936586214219658,37.35350654912168,41.7767978666959,5.9125426161331704,37.498249009602354,41.73270832921137,5.936586214219661,-14.785588316180998,-14.867050256283228,-2.6453825239993556,37.353506549121676,41.7767978666959,5.91254261613317,37.35350654912168,41.7767978666959,5.9125426161331704,nan,-14.785588316180998,nan,-14.867050256283228,False,6.214350074162525,,-6.674134923751534,-4.223165109121955,0.001893066377955499,-144.37311475056586,0,-1.7102752964918273,1.8682298713280567,0.9913082750934659,1.0091764025565058,93.35770509921045
2,2040,0,8,1168,-16.99483523606896,-14.916179724938292,20.222157376435888,19.777117835801473,0.9779924796177779,0.0,-170.18174960344916,-170.18174960344916,38.87277912076843,43.30648212559904,6.164913475210703,38.05909722447225,43.952023939050974,6.029750369513663,38.87277912076844,43.30648212559905,6.164913475210706,38.059097224472254,43.95202393905098,6.029750369513664,-13.427198737961962,-13.48398248057231,-1.9450534162273776,38.87277912076843,43.30648212559904,6.164913475210703,38.87277912076844,43.30648212559905,6.164913475210706,nan,-13.427198737961962,nan,-13.48398248057231,False,8.59993625605086,,-16.99483523606896,-14.916179724938292,-0.02200752038222209,-170.18174960344916,0,-7.710620983168667,-3.304961743639464,0.9874904336063586,1.013150520327851,144.4122299802452
3,3060,0,7,5300,-8.520660658345562,-6.346209060030247,17.540040264062686,17.757524219746873,1.0123992848596697,0.0,-122.9849660521496,-122.9849660521496,37.7076004861666,41.26277534144147,5.971362207004419,37.18845141603711,40.706168768928805,5.88512481993972,37.70760048616662,41.262775341441504,5.9713622070044226,37.188451416037125,40.70616876892881,5.885124819939723,-16.17441663031319,-16.269307734662604,-2.1785135653479264,37.7076004861666,41.26277534144147,5.971362207004419,37.70760048616662,41.262775341441504,5.9713622070044226,nan,-16.17441663031319,nan,-16.269307734662604,False,6.227696311987815,,-8.520660658345562,-6.346209060030247,0.01239928485966968,-122.9849660521496,1,-10.730631232310735,-5.497304467099571,0.9896331642632933,1.0109790353548282,165.0
4,4080,0,8,7684,-2.8093660526886355,-2.7078538192769104,18.120787580312047,18.662426292314592,1.0298904619681668,0.0,-172.26023196183328,-172.26023196183328,37.77397048201059,42.26199091868327,5.982387123257574,37.0068845042084,41.66192194156535,5.854964203356878,37.77397048201059,42.26199091868327,5.982387123257574,37.00688450420841,41.66192194156537,5.854964203356879,-13.346488325914947,-13.408934554877757,-0.31525337588458147,37.77397048201059,42.26199091868327,5.982387123257574,37.77397048201059,42.26199091868327,5.982387123257574,nan,-13.346488325914947,nan,-13.408934554877757,False,7.015047309285202,,-2.8093660526886355,-2.7078538192769104,0.029890461968166804,-172.26023196183328,2,-11.724209614632834,-6.434760936129399,0.9948097679435917,1.0058442559617857,165.0
5,5100,0,8,3266,8.333377698351876,8.612946091610347,18.31969665728527,18.03274183750026,0.984336267944104,0.0,-170.08417549888924,-170.08417549888924,37.848473295414145,43.08641256945766,5.994763005882749,37.75252402118924,43.059213204196254,5.978824588237416,37.84847329541414,43.08641256945762,5.9947630058827475,37.75252402118923,43.05921320419625,5.978824588237415,-13.400947466300499,-13.443515161544903,-0.7806019378620377,37.848473295414145,43.08641256945766,5.994763005882749,37.84847329541414,43.08641256945762,5.9947630058827475,nan,-13.400947466300499,nan,-13.443515161544903,False,5.948219500519593,align_margin=5.9,,,,,,,,,,
5,5100,0,8,7708,0.6680763566416739,3.055566079465507,17.47116860963875,17.007809908992325,0.9734786658523351,0.0,-172.59764167850764,-172.59764167850764,37.22402791049656,41.02288620058887,5.891034536627336,36.91726301476137,40.96636990650004,5.840076912751059,37.22402791049655,41.02288620058887,5.891034536627335,36.91726301476136,40.96636990650004,5.840076912751058,-13.338615295201093,-13.380349618202786,-2.036575550217967,37.22402791049656,41.02288620058887,5.891034536627336,37.22402791049655,41.02288620058887,5.891034536627335,nan,-13.338615295201093,nan,-13.380349618202786,False,6.568204452429163,,0.6680763566416739,3.055566079465507,-0.026521334147664888,-172.59764167850764,3,-11.489162943038588,-5.371526621796785,0.9901926235465179,1.0106397981713986,165.0
6,6120,0,8,2096,3.909509065341857,4.597017050861931,17.720955903635794,17.647930698740318,0.995879161073896,0.0,-171.53242631656838,-171.53242631656838,37.36044044984729,42.1213593094983,5.913694426884932,36.528593837352936,40.79032631011994,5.775513926470588,37.360440449847296,42.12135930949832,5.913694426884934,36.52859383735293,40.79032631011994,5.775513926470587,-13.343942925300198,-13.40661711307648,-0.9091352510009738,37.36044044984729,42.1213593094983,5.913694426884932,37.360440449847296,42.12135930949832,5.913694426884934,nan,-13.343942925300198,nan,-13.40661711307648,False,7.678068595668374,,3.909509065341857,4.597017050861931,-0.004120838926104042,-171.53242631656838,4,-10.107282144968426,-3.779509395963367,0.9894785492927138,1.0113716336159866,165.0
7,7140,0,7,4480,-5.029850452545135,-5.501163828754811,17.187407487511326,16.552395850748074,0.963053669541223,0.0,-170.52359307734167,-170.52359307734167,37.15858564172258,40.47794706602503,5.880163727860895,36.53399629211876,40.102078449315535,5.7764113442057745,37.15858564172259,40.47794706602504,5.880163727860896,36.533996292118765,40.10207844931554,5.776411344205775,-13.421344301810299,-13.483544771261029,0.06711325269056978,37.15858564172258,40.47794706602503,5.880163727860895,37.15858564172259,40.47794706602504,5.880163727860896,nan,-13.421344301810299,nan,-13.483544771261029,False,6.937961747206491,,-5.029850452545135,-5.501163828754811,-0.036946330458777044,-170.52359307734167,5,-11.886449222060879,-5.683267891918231,0.9830809690365068,1.0181616314743112,165.0
8,8160,0,7,6304,-3.418234407144897,-2.256956880319169,18.458037336089163,19.268143525121417,1.0438890752186494,0.0,-133.39039645450643,-133.39039645450643,37.338463004642406,42.362381325119145,5.9100436884788055,37.18855596821244,41.378897688055815,5.885142187410705,37.338463004642406,42.362381325119145,5.9100436884788055,37.18855596821244,41.37889768805582,5.885142187410705,-15.509600857647722,-15.59590958786857,-0.023913559493212055,37.338463004642406,42.362381325119145,5.9100436884788055,37.338463004642406,42.362381325119145,5.9100436884788055,nan,-15.509600857647722,nan,-15.59590958786857,False,6.799394158430853,,-3.418234407144897,-2.256956880319169,0.043889075218649376,-133.39039645450643,6,-13.103421252018144,-6.459112201596128,0.9906316090908183,1.0106703372739645,165.0
